round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2
Second,Kevin Anderson,6-1 7-5 6-4,2013,m,Kevin Anderson,Andrey Kuznetsov,RSA,RUS,73%,60%,19,6,2,5,80%,67%,50%,46%,217.0,196.0,196.0,176.0,162.0,141.0,44%,0%,41%,28%,101,76,39.0,35.0,16.0,33.0,38%,67%
Second,Novak Djokovic,6-1 6-2 6-3,2013,m,Novak Djokovic,Ryan Harrison,SRB,USA,73%,63%,7,6,0,3,85%,56%,87%,36%,205.0,223.0,190.0,196.0,157.0,163.0,46%,-,51%,14%,94,52,37.0,17.0,16.0,28.0,67%,27%
Second,Janko Tipsarevic,6-3 6-4 3-6 4-6 7-5,2013,m,Janko Tipsarevic,Lukas Lacko,SRB,SVK,61%,65%,15,12,3,1,73%,73%,51%,50%,199.0,206.0,180.0,179.0,138.0,146.0,45%,27%,35%,35%,155,156,48.0,57.0,44.0,61.0,59%,70%
Second,Fernando Verdasco,6-1 6-3 6-2,2013,m,Fernando Verdasco,Xavier Malisse,ESP,BEL,72%,49%,2,3,3,5,68%,60%,62%,30%,207.0,200.0,177.0,182.0,155.0,141.0,53%,33%,55%,34%,99,66,31.0,14.0,30.0,45.0,88%,64%
Second,Nicolas Almagro,6-4 6-1 6-2,2013,m,Nicolas Almagro,Daniel Gimeno-Traver,ESP,ESP,64%,49%,10,4,2,8,79%,66%,50%,43%,217.0,202.0,199.0,187.0,154.0,149.0,60%,17%,42%,31%,93,68,26.0,16.0,25.0,34.0,73%,50%
First,James Duckworth,6-4 7-6(8) 4-6 5-7 8-6,2013,m,James Duckworth,Benjamin Mitchell,AUS,AUS,62%,55%,28,14,4,9,78%,69%,44%,54%,221.0,207.0,180.0,181.0,135.0,136.0,33%,31%,36%,34%,208,199,61.0,56.0,77.0,71.0,59%,52%
First,Bernard Tomic,6-3 6-2 6-3,2013,m,Bernard Tomic,Leonardo Mayer,AUS,ARG,66%,63%,6,4,0,2,90%,66%,64%,42%,211.0,210.0,181.0,196.0,141.0,171.0,71%,-,42%,19%,82,52,28.0,18.0,15.0,22.0,73%,48%
First,Juan Martin Del Potro,6-1 6-2 6-2,2013,m,Juan Martin Del Potro,Adrian Mannarino,ARG,FRA,76%,59%,7,4,0,5,84%,53%,79%,40%,208.0,200.0,193.0,181.0,157.0,159.0,60%,-,48%,17%,80,39,24.0,20.0,8.0,35.0,88%,70%
First,Marin Cilic,6-4 7-5 6-2,2013,m,Marin Cilic,Marinko Matosevic,CRO,AUS,55%,48%,9,2,3,8,76%,70%,60%,50%,208.0,196.0,190.0,185.0,141.0,147.0,40%,0%,37%,30%,109,86,34.0,19.0,33.0,40.0,74%,60%
First,Gael Monfils,6-7(7) 7-6(4) 6-3 6-3,2013,m,Gael Monfils,Alexandr Dolgopolov,FRA,UKR,61%,56%,26,7,16,5,83%,67%,44%,53%,217.0,213.0,193.0,187.0,156.0,146.0,44%,57%,38%,29%,145,128,56.0,46.0,57.0,55.0,71%,61%
First,Ivan Dodig,7-5 4-6 6-3 6-3,2013,m,Ivan Dodig,Di Wu,CRO,CHN,54%,57%,14,4,2,6,67%,64%,52%,46%,213.0,197.0,181.0,165.0,152.0,140.0,40%,42%,42%,39%,139,128,50.0,35.0,58.0,53.0,63%,61%
First,Gilles Simon,2-6 6-3 6-2 6-2,2013,m,Gilles Simon,Filippo Volandri,FRA,ITA,58%,65%,8,1,4,1,67%,56%,67%,50%,191.0,185.0,163.0,165.0,128.0,134.0,50%,60%,46%,32%,109,86,29.0,21.0,35.0,53.0,63%,51%
First,Jo-Wilfried Tsonga,6-4 7-5 6-2,2013,m,Jo-Wilfried Tsonga,Michael Llodra,FRA,FRA,71%,55%,12,5,4,3,82%,66%,60%,58%,221.0,208.0,187.0,188.0,157.0,162.0,50%,0%,36%,24%,96,74,38.0,20.0,18.0,28.0,80%,54%
First,Milos Raonic,3-6 6-1 6-2 7-6(0),2013,m,Milos Raonic,Jan Hajek,CAN,CZE,63%,66%,30,3,5,1,82%,62%,63%,52%,223.0,199.0,196.0,171.0,176.0,134.0,27%,20%,41%,24%,133,102,57.0,24.0,50.0,40.0,57%,50%
First,Go Soeda,6-7(4) 6-3 6-2 6-3,2013,m,Go Soeda,Luke Saville,JPN,AUS,56%,62%,6,8,3,7,72%,53%,54%,48%,197.0,198.0,175.0,177.0,145.0,149.0,44%,60%,46%,35%,142,108,38.0,41.0,36.0,54.0,73%,59%
First,Andy Murray,6-3 6-1 6-3,2013,m,Andy Murray,Robin Haase,GBR,NED,73%,49%,4,2,1,1,72%,55%,50%,38%,205.0,202.0,160.0,184.0,131.0,157.0,62%,29%,53%,33%,85,56,25.0,18.0,20.0,35.0,59%,56%
First,Roger Federer,6-2 6-4 6-1,2013,m,Roger Federer,Benoit Paire,SUI,FRA,64%,60%,3,8,0,8,84%,64%,60%,33%,208.0,204.0,185.0,185.0,156.0,142.0,50%,0%,44%,25%,95,63,25.0,21.0,18.0,27.0,81%,38%
First,Jarkko Nieminen,7-6(3) 4-6 6-3 4-6 8-6,2013,m,Jarkko Nieminen,Tommy Haas,FIN,GER,65%,54%,19,17,4,8,70%,68%,50%,57%,205.0,199.0,172.0,185.0,128.0,161.0,50%,42%,35%,36%,182,179,66.0,64.0,69.0,83.0,64%,63%
First,Richard Gasquet,7-5 6-2 6-1,2013,m,Richard Gasquet,Albert Montanes,FRA,ESP,60%,64%,13,6,0,5,88%,62%,63%,38%,204.0,196.0,169.0,169.0,138.0,136.0,60%,100%,44%,22%,95,63,45.0,23.0,26.0,31.0,76%,60%
First,Philipp Kohlschreiber,6-2 6-3 6-4,2013,m,Philipp Kohlschreiber,Steve Darcis,GER,BEL,66%,54%,10,0,2,4,92%,63%,46%,57%,208.0,183.0,180.0,173.0,144.0,140.0,44%,0%,38%,23%,90,66,25.0,20.0,19.0,25.0,73%,61%
First,Marcos Baghdatis,6-7(0) 7-6(4) 6-4 3-6 6-3,2013,m,Marcos Baghdatis,Albert Ramos,CYP,ESP,59%,62%,21,5,3,9,73%,75%,49%,41%,206.0,192.0,184.0,168.0,144.0,143.0,31%,21%,36%,37%,185,186,61.0,52.0,80.0,78.0,74%,71%
First,Nicolas Almagro,7-5 6-7(4) 6-2 6-7(6) 6-2,2013,m,Nicolas Almagro,Steve Johnson,ESP,USA,53%,59%,34,21,6,8,80%,79%,64%,37%,216.0,208.0,192.0,190.0,151.0,158.0,47%,40%,36%,26%,175,144,62.0,59.0,29.0,61.0,68%,61%
First,Sam Querrey,6-7(2) 6-4 6-2 6-4,2013,m,Sam Querrey,Daniel Munoz-De La Nava,USA,ESP,69%,50%,27,5,2,6,80%,76%,61%,54%,219.0,189.0,188.0,172.0,155.0,144.0,44%,-,34%,25%,130,111,56.0,31.0,43.0,39.0,64%,75%
First,Novak Djokovic,6-2 6-4 7-5,2013,m,Novak Djokovic,Paul-Henri Mathieu,SRB,FRA,64%,67%,9,5,2,4,84%,72%,75%,39%,202.0,200.0,186.0,182.0,154.0,158.0,57%,0%,37%,19%,95,68,31.0,27.0,15.0,32.0,75%,57%
First,Kevin Anderson,3-6 7-6(3) 6-3 6-4,2013,m,Kevin Anderson,Paolo Lorenzi,RSA,ITA,75%,65%,9,5,2,3,73%,76%,55%,43%,214.0,210.0,188.0,184.0,155.0,139.0,38%,43%,35%,31%,137,124,55.0,38.0,48.0,38.0,66%,67%
First,Tatsuma Ito,6-4 6-4 3-6 0-6 7-5,2013,m,Tatsuma Ito,John Millman,JPN,AUS,50%,61%,3,17,9,10,62%,69%,48%,43%,209.0,198.0,183.0,179.0,147.0,147.0,33%,53%,39%,43%,153,165,37.0,38.0,102.0,80.0,62%,67%
First,Jerzy Janowicz,7-5 6-4 6-3,2013,m,Jerzy Janowicz,Simone Bolelli,POL,ITA,60%,56%,12,3,4,3,81%,58%,43%,53%,228.0,205.0,195.0,181.0,157.0,149.0,67%,40%,43%,33%,108,89,31.0,23.0,38.0,44.0,50%,62%
First,Ryan Harrison,2-6 6-4 7-5 6-4,2013,m,Ryan Harrison,Santiago Giraldo,USA,COL,62%,69%,10,3,2,3,68%,67%,59%,43%,210.0,199.0,182.0,171.0,159.0,129.0,46%,36%,40%,35%,128,119,29.0,42.0,46.0,55.0,58%,74%
First,Andrey Kuznetsov,7-6(3) 6-1 6-1,2013,m,Andrey Kuznetsov,Juan Monaco,RUS,ARG,54%,61%,5,1,6,3,66%,35%,47%,48%,194.0,191.0,166.0,159.0,135.0,137.0,60%,36%,58%,40%,101,72,28.0,9.0,49.0,46.0,72%,50%
First,Kei Nishikori,6-7(5) 6-3 6-1 6-3,2013,m,Kei Nishikori,Victor Hanescu,JPN,ROU,74%,67%,6,6,5,3,71%,63%,56%,46%,198.0,198.0,167.0,181.0,140.0,146.0,44%,33%,41%,32%,133,111,46.0,29.0,50.0,38.0,69%,54%
First,Janko Tipsarevic,7-6(4) 7-5 6-3,2013,m,Janko Tipsarevic,Lleyton Hewitt,SRB,AUS,60%,49%,14,5,1,3,78%,68%,49%,43%,202.0,195.0,187.0,169.0,144.0,137.0,38%,60%,44%,33%,128,106,47.0,40.0,38.0,48.0,56%,65%
First,David Ferrer,6-3 6-4 6-2,2013,m,David Ferrer,Olivier Rochus,ESP,BEL,68%,60%,2,0,0,2,77%,59%,65%,47%,190.0,172.0,174.0,162.0,143.0,135.0,40%,40%,45%,27%,91,65,30.0,23.0,17.0,31.0,74%,71%
First,Fernando Verdasco,6-3 3-6 4-6 6-3 6-4,2013,m,Fernando Verdasco,David Goffin,ESP,BEL,59%,61%,5,6,9,12,72%,71%,53%,44%,215.0,199.0,182.0,175.0,154.0,149.0,67%,38%,36%,33%,142,128,45.0,28.0,58.0,54.0,67%,64%
First,Tomas Berdych,6-3 7-5 6-3,2013,m,Tomas Berdych,Michael Russell,CZE,USA,51%,74%,5,1,2,2,74%,61%,60%,38%,215.0,190.0,184.0,166.0,139.0,140.0,50%,25%,44%,32%,104,81,29.0,16.0,37.0,42.0,69%,71%
Final,Roger Federer,7-6(3) 6-4 6-2,2004,m,Roger Federer,Marat Safin,SUI,RUS,53%,49%,8,3,2,5,75%,63%,60%,47%,201.0,209.0,178.0,187.0,140.0,140.0,28%,67%,45%,32%,113,93,40.0,19.0,28.0,41.0,68%,55%
semi,Roger Federer,6-4 6-1 6-4,2004,m,Roger Federer,Juan Carlos Ferrero,SUI,ESP,72%,58%,11,6,1,0,83%,66%,43%,53%,195.0,195.0,179.0,177.0,144.0,144.0,67%,0%,39%,28%,88,66,34.0,21.0,22.0,19.0,76%,58%
semi,Marat Safin,7-6(6) 7-6(6) 5-7 1-6 6-3,2004,m,Marat Safin,Andre Agassi,RUS,USA,55%,59%,33,10,0,2,77%,76%,56%,52%,211.0,198.0,195.0,176.0,148.0,148.0,29%,50%,34%,32%,170,171,79.0,44.0,48.0,33.0,54%,82%
quarter,Juan Carlos Ferrero,6-1 7-6(6) 7-6(5),2004,m,Juan Carlos Ferrero,Hicham Arazi,ESP,MAR,54%,63%,19,18,6,2,74%,75%,56%,56%,211.0,219.0,191.0,197.0,161.0,161.0,36%,43%,32%,34%,148,154,60.0,50.0,52.0,55.0,69%,68%
quarter,Roger Federer,7-5 6-4 5-7 6-3,2004,m,Roger Federer,David Nalbandian,SUI,ARG,60%,65%,20,5,3,2,83%,68%,43%,61%,200.0,185.0,181.0,167.0,139.0,139.0,42%,27%,34%,33%,125,119,50.0,26.0,55.0,30.0,79%,57%
quarter,Andre Agassi,6-2 2-0 ret.,2004,m,Andre Agassi,Sebastien Grosjean,USA,FRA,67%,56%,4,4,0,1,75%,64%,60%,25%,191.0,201.0,163.0,185.0,138.0,138.0,38%,-,53%,30%,45,30,10.0,14.0,8.0,22.0,100%,57%
quarter,Marat Safin,2-6 6-3 7-5 6-7(0) 6-4,2004,m,Marat Safin,Andy Roddick,RUS,USA,54%,63%,19,18,6,2,74%,75%,56%,56%,211.0,219.0,191.0,197.0,161.0,161.0,36%,43%,32%,34%,148,154,60.0,50.0,52.0,55.0,69%,68%
Fourth,Hicham Arazi,6-2 6-2 6-4,2004,m,Hicham Arazi,Mark Philippoussis,MAR,AUS,63%,66%,7,8,2,5,78%,70%,53%,27%,195.0,209.0,172.0,191.0,151.0,151.0,50%,0%,45%,31%,99,75,34.0,34.0,10.0,38.0,89%,64%
Fourth,Roger Federer,4-6 6-3 6-0 6-4,2004,m,Roger Federer,Lleyton Hewitt,SUI,AUS,59%,65%,14,5,4,5,74%,66%,56%,49%,200.0,200.0,179.0,175.0,146.0,146.0,38%,14%,40%,33%,123,107,53.0,17.0,41.0,29.0,60%,41%
Fourth,David Nalbandian,6-4 6-2 6-1,2004,m,David Nalbandian,Guillermo Canas,ARG,ARG,61%,57%,8,5,1,7,80%,62%,65%,33%,196.0,200.0,169.0,173.0,147.0,147.0,47%,33%,51%,25%,97,63,42.0,11.0,31.0,28.0,78%,43%
Fourth,Juan Carlos Ferrero,6-4 3-6 6-3 6-2,2004,m,Juan Carlos Ferrero,Andrei Pavel,ESP,ROU,60%,60%,11,17,4,3,75%,62%,61%,59%,198.0,204.0,175.0,178.0,142.0,142.0,31%,33%,39%,30%,133,117,53.0,34.0,40.0,34.0,86%,59%
Fourth,Andre Agassi,7-6(3) 6-3 6-4,2004,m,Andre Agassi,Paradorn Srichaphan,USA,THA,59%,63%,5,7,3,5,89%,69%,53%,44%,193.0,201.0,172.0,182.0,156.0,156.0,21%,13%,41%,26%,112,87,31.0,39.0,28.0,44.0,79%,50%
Fourth,Marat Safin,7-6(3) 6-3 6-7(6) 6-3,2004,m,Marat Safin,James Blake,RUS,USA,53%,63%,20,2,1,2,78%,70%,49%,50%,211.0,204.0,192.0,179.0,143.0,143.0,38%,27%,37%,35%,145,134,50.0,44.0,35.0,50.0,64%,69%
Fourth,Andy Roddick,6-1 6-2 6-3,2004,m,Andy Roddick,Sjeng Schalken,USA,NED,64%,77%,14,1,1,3,89%,59%,48%,20%,220.0,177.0,202.0,164.0,142.0,142.0,100%,0%,50%,26%,83,50,27.0,11.0,19.0,31.0,70%,71%
Fourth,Sebastien Grosjean,6-4 3-6 6-4 6-1,2004,m,Sebastien Grosjean,Robby Ginepri,FRA,USA,58%,64%,4,3,2,5,77%,61%,57%,51%,201.0,193.0,175.0,174.0,145.0,145.0,75%,60%,43%,31%,112,90,36.0,30.0,28.0,50.0,71%,60%
Third,Roger Federer,6-3 6-0 6-1,2004,m,Roger Federer,Todd Reid,SUI,AUS,54%,58%,5,1,3,3,74%,44%,65%,33%,193.0,196.0,173.0,159.0,129.0,129.0,57%,100%,61%,30%,83,45,31.0,6.0,29.0,31.0,79%,46%
Third,Hicham Arazi,2-6 7-6(2) 6-2 6-1,2004,m,Hicham Arazi,Albert Costa,MAR,ESP,59%,57%,10,12,1,3,73%,73%,48%,43%,193.0,195.0,165.0,177.0,136.0,136.0,83%,17%,40%,38%,137,121,53.0,40.0,40.0,56.0,75%,54%
Third,Andrei Pavel,4-6 3-6 7-5 7-6(3) 6-4,2004,m,Andrei Pavel,Jiri Novak,ROU,CZE,67%,58%,15,7,4,5,70%,69%,44%,48%,201.0,188.0,176.0,174.0,139.0,139.0,40%,43%,40%,39%,180,180,73.0,56.0,60.0,55.0,70%,77%
Third,Guillermo Canas,6-7(5) 5-7 7-6(3) 7-5 9-7,2004,m,Guillermo Canas,Tim Henman,ARG,GBR,73%,68%,4,9,4,9,67%,73%,63%,50%,196.0,195.0,162.0,173.0,145.0,145.0,50%,25%,34%,34%,211,209,65.0,100.0,24.0,74.0,62%,63%
Third,David Nalbandian,6-2 6-4 7-5,2004,m,David Nalbandian,Wayne Ferreira,ARG,RSA,57%,61%,3,3,8,0,79%,65%,61%,45%,190.0,187.0,169.0,171.0,143.0,143.0,71%,50%,42%,29%,96,73,24.0,21.0,24.0,32.0,81%,56%
Third,Juan Carlos Ferrero,6-1 7-6(4) 6-7(5) 6-4,2004,m,Juan Carlos Ferrero,Joachim Johansson,ESP,SWE,64%,69%,14,19,3,7,84%,69%,51%,48%,196.0,225.0,176.0,195.0,170.0,170.0,33%,25%,37%,28%,138,117,35.0,55.0,17.0,52.0,75%,59%
Third,Lleyton Hewitt,7-6(2) 7-6(5) 6-2,2004,m,Lleyton Hewitt,Rafael Nadal,AUS,ESP,53%,70%,9,1,2,2,72%,65%,61%,52%,198.0,182.0,176.0,164.0,137.0,137.0,40%,33%,39%,33%,111,96,28.0,32.0,37.0,36.0,68%,65%
Third,Mark Philippoussis,6-4 7-6(2) 6-2,2004,m,Mark Philippoussis,Mario Ancic,AUS,CRO,49%,58%,9,10,2,0,82%,61%,58%,50%,211.0,206.0,193.0,192.0,154.0,154.0,56%,25%,44%,30%,111,84,37.0,30.0,29.0,43.0,71%,53%
Third,James Blake,6-1 6-3 6-2,2004,m,James Blake,Olivier Patience,USA,FRA,65%,65%,7,3,1,1,80%,55%,58%,28%,203.0,196.0,178.0,176.0,147.0,147.0,54%,100%,55%,28%,94,56,41.0,12.0,18.0,21.0,83%,53%
Third,Robby Ginepri,6-2 6-3 6-4,2004,m,Robby Ginepri,Nicolas Escude,USA,FRA,61%,66%,10,7,4,4,72%,73%,56%,36%,193.0,188.0,173.0,175.0,143.0,143.0,50%,14%,39%,34%,90,77,32.0,34.0,22.0,30.0,38%,63%
Third,Andre Agassi,6-0 6-3 6-3,2004,m,Andre Agassi,Thomas Enqvist,USA,SWE,59%,46%,9,5,3,6,83%,60%,44%,34%,190.0,201.0,171.0,190.0,157.0,157.0,78%,20%,54%,33%,88,56,23.0,19.0,21.0,46.0,100%,56%
Third,Marat Safin,7-5 1-6 4-6 6-0 7-5,2004,m,Marat Safin,Todd Martin,RUS,USA,54%,62%,9,10,3,5,75%,77%,54%,46%,211.0,198.0,187.0,179.0,153.0,153.0,56%,43%,35%,35%,151,148,53.0,57.0,32.0,43.0,66%,68%
Third,Paradorn Srichaphan,6-3 7-5 6-4,2004,m,Paradorn Srichaphan,Gustavo Kuerten,THA,BRA,63%,62%,6,7,2,2,76%,74%,66%,39%,200.0,203.0,180.0,174.0,140.0,140.0,50%,67%,40%,28%,96,76,49.0,20.0,22.0,20.0,81%,60%
Third,Sjeng Schalken,7-6(1) 6-4 6-1,2004,m,Sjeng Schalken,Jurgen Melzer,NED,AUT,75%,51%,1,3,3,5,71%,58%,52%,48%,174.0,198.0,155.0,177.0,143.0,143.0,36%,18%,47%,34%,115,86,22.0,28.0,26.0,64.0,77%,62%
Third,Sebastien Grosjean,2-6 6-4 6-1 6-3,2004,m,Sebastien Grosjean,Dominik Hrbaty,FRA,SVK,57%,65%,10,1,0,3,80%,63%,46%,45%,203.0,198.0,187.0,178.0,143.0,143.0,50%,100%,43%,34%,106,93,42.0,20.0,42.0,39.0,74%,55%
Third,Andy Roddick,6-2 6-0 6-2,2004,m,Andy Roddick,Taylor Dent,USA,USA,61%,51%,4,2,1,11,86%,51%,46%,27%,222.0,219.0,199.0,190.0,164.0,164.0,73%,100%,60%,30%,84,45,30.0,13.0,11.0,26.0,88%,48%
Second,Hicham Arazi,3-6 6-1 6-2 ret.,2004,m,Hicham Arazi,Cyril Saulnier,MAR,FRA,49%,58%,1,2,2,2,71%,69%,63%,40%,191.0,196.0,163.0,179.0,149.0,149.0,100%,50%,43%,33%,72,57,17.0,15.0,17.0,41.0,73%,54%
Second,Todd Reid,6-3 6-4 4-6 6-7(6) 6-4,2004,m,Todd Reid,Sargis Sargsian,AUS,ARM,74%,79%,7,7,4,3,63%,58%,39%,55%,190.0,191.0,162.0,150.0,134.0,134.0,71%,40%,43%,43%,167,165,45.0,46.0,45.0,53.0,54%,77%
Second,Mario Ancic,6-4 1-6 6-3 6-7(4) 7-5,2004,m,Mario Ancic,Alex Corretja,CRO,ESP,59%,65%,8,2,6,8,69%,63%,48%,56%,201.0,190.0,182.0,160.0,146.0,146.0,35%,29%,39%,40%,174,173,56.0,34.0,82.0,60.0,60%,74%
Second,Mark Philippoussis,4-6 6-3 6-4 6-2,2004,m,Mark Philippoussis,Fabrice Santoro,AUS,FRA,59%,66%,17,9,3,3,81%,67%,49%,44%,209.0,188.0,192.0,168.0,132.0,132.0,31%,40%,41%,32%,131,112,67.0,27.0,41.0,15.0,75%,57%
Second,Rafael Nadal,6-4 3-6 7-5 6-1,2004,m,Rafael Nadal,Thierry Ascione,ESP,FRA,69%,61%,0,5,5,4,72%,55%,47%,53%,185.0,204.0,155.0,171.0,147.0,147.0,37%,40%,46%,35%,136,116,29.0,40.0,40.0,73.0,70%,60%
Second,Roger Federer,6-2 6-3 6-4,2004,m,Roger Federer,Jeff Morrison,SUI,USA,62%,59%,5,8,2,0,77%,67%,66%,45%,198.0,211.0,179.0,191.0,159.0,159.0,36%,0%,42%,27%,100,77,32.0,31.0,15.0,14.0,77%,48%
Second,Tim Henman,6-2 4-6 6-3 6-0,2004,m,Tim Henman,Radek Stepanek,GBR,CZE,61%,57%,3,3,4,5,77%,67%,67%,38%,191.0,193.0,173.0,174.0,153.0,153.0,58%,40%,46%,27%,116,82,39.0,32.0,25.0,25.0,68%,52%
Second,Albert Costa,6-7(5) 7-5 4-6 6-4 8-6,2004,m,Albert Costa,Wayne Arthurs,ESP,AUS,59%,58%,11,39,7,12,74%,75%,55%,46%,200.0,212.0,173.0,180.0,157.0,157.0,46%,50%,37%,34%,189,176,60.0,91.0,25.0,82.0,68%,57%
Final,Marat Safin,1-6 6-3 6-4 6-4,2005,m,Marat Safin,Lleyton Hewitt,RUS,AUS,60%,49%,18,7,1,3,73%,70%,57%,52%,215.0,202.0,201.0,183.0,148.0,148.0,36%,38%,39%,34%,122,113,54.0,33.0,36.0,22.0,60%,59%
semi,Lleyton Hewitt,3-6 7-6(3) 7-6(4) 6-1,2005,m,Lleyton Hewitt,Andy Roddick,AUS,USA,62%,56%,14,31,7,9,83%,81%,47%,42%,202.0,231.0,180.0,205.0,173.0,173.0,25%,25%,36%,30%,142,127,48.0,66.0,21.0,50.0,71%,56%
semi,Marat Safin,5-7 6-4 5-7 7-6(6) 9-7,2005,m,Marat Safin,Roger Federer,RUS,SUI,59%,57%,16,22,1,8,74%,82%,52%,51%,220.0,213.0,204.0,191.0,160.0,160.0,31%,29%,31%,35%,194,201,65.0,72.0,60.0,59.0,74%,76%
quarter,Lleyton Hewitt,6-3 6-2 1-6 3-6 10-8,2005,m,Lleyton Hewitt,David Nalbandian,AUS,ARG,50%,62%,16,4,6,4,73%,71%,51%,45%,213.0,193.0,181.0,168.0,144.0,144.0,38%,50%,39%,38%,158,153,49.0,36.0,49.0,59.0,68%,80%
quarter,Andy Roddick,6-3 7-5 4-1 ret.,2005,m,Andy Roddick,Nikolay Davydenko,USA,RUS,66%,58%,17,5,2,3,79%,65%,52%,42%,230.0,207.0,207.0,189.0,154.0,154.0,56%,20%,45%,30%,88,65,29.0,25.0,23.0,32.0,50%,64%
quarter,Roger Federer,6-3 6-4 6-4,2005,m,Roger Federer,Andre Agassi,SUI,USA,66%,56%,22,1,4,2,77%,75%,62%,51%,209.0,202.0,193.0,176.0,151.0,151.0,50%,0%,35%,28%,99,79,46.0,13.0,31.0,20.0,68%,68%
quarter,Marat Safin,6-2 6-4 6-2,2005,m,Marat Safin,Dominik Hrbaty,RUS,SVK,49%,44%,14,2,2,0,88%,63%,57%,43%,222.0,213.0,204.0,188.0,149.0,149.0,75%,25%,49%,28%,85,56,33.0,12.0,21.0,29.0,59%,70%
Fourth,Nikolay Davydenko,6-3 6-4 6-3,2005,m,Nikolay Davydenko,Guillermo Canas,RUS,ARG,60%,51%,6,1,5,4,71%,59%,60%,66%,205.0,201.0,185.0,186.0,146.0,146.0,63%,25%,38%,33%,93,78,35.0,17.0,40.0,25.0,82%,60%
Fourth,David Nalbandian,5-7 7-5 6-3 6-0,2005,m,David Nalbandian,Guillermo Coria,ARG,ARG,62%,66%,1,4,5,3,69%,60%,35%,30%,193.0,197.0,170.0,167.0,131.0,131.0,63%,30%,50%,44%,146,128,40.0,32.0,55.0,39.0,64%,68%
Fourth,Andy Roddick,6-3 7-6(6) 6-1,2005,m,Andy Roddick,Philipp Kohlschreiber,USA,GER,69%,56%,15,5,2,2,85%,74%,63%,53%,228.0,202.0,191.0,181.0,138.0,138.0,75%,0%,35%,22%,94,69,28.0,18.0,25.0,26.0,73%,64%
Fourth,Lleyton Hewitt,7-5 3-6 1-6 7-6(3) 6-2,2005,m,Lleyton Hewitt,Rafael Nadal,AUS,ESP,51%,69%,18,5,6,3,76%,65%,52%,57%,205.0,193.0,183.0,170.0,136.0,136.0,29%,33%,38%,36%,154,152,62.0,46.0,61.0,49.0,64%,69%
Fourth,Andre Agassi,6-7(4) 7-6(5) 7-6(3) 6-4,2005,m,Andre Agassi,Joachim Johansson,USA,SWE,65%,64%,16,51,4,9,81%,81%,60%,51%,202.0,225.0,172.0,197.0,178.0,178.0,30%,50%,30%,26%,147,141,35.0,96.0,13.0,66.0,89%,76%
Fourth,Dominik Hrbaty,7-5 6-3 6-1,2005,m,Dominik Hrbaty,Thomas Johansson,SVK,SWE,58%,60%,6,12,2,5,87%,60%,58%,44%,201.0,213.0,176.0,178.0,144.0,144.0,50%,0%,46%,26%,108,78,29.0,27.0,29.0,41.0,79%,47%
Fourth,Marat Safin,4-6 7-6(1) 7-6(5) 7-6(2),2005,m,Marat Safin,Olivier Rochus,RUS,BEL,62%,63%,29,1,1,3,83%,72%,60%,45%,222.0,186.0,193.0,165.0,141.0,141.0,6%,40%,38%,26%,173,147,78.0,36.0,66.0,37.0,62%,69%
Fourth,Roger Federer,6-2 6-2 7-6(4),2005,m,Roger Federer,Marcos Baghdatis,SUI,CYP,60%,53%,9,4,0,1,85%,59%,65%,56%,210.0,202.0,186.0,186.0,139.0,139.0,63%,100%,43%,23%,101,73,36.0,25.0,23.0,25.0,67%,64%
Third,David Nalbandian,6-7(3) 7-5 6-2 6-3,2005,m,David Nalbandian,Fernando Gonzalez,ARG,CHI,64%,63%,10,7,5,8,77%,65%,48%,39%,186.0,205.0,167.0,173.0,152.0,152.0,33%,25%,44%,34%,159,136,46.0,53.0,37.0,65.0,68%,65%
Third,Lleyton Hewitt,6-2 4-6 6-1 6-4,2005,m,Lleyton Hewitt,Juan Ignacio Chela,AUS,ARG,62%,68%,9,1,3,3,74%,56%,50%,52%,207.0,186.0,181.0,176.0,141.0,141.0,44%,60%,46%,35%,115,93,39.0,23.0,37.0,36.0,79%,60%
Third,Guillermo Coria,6-3 6-2 6-1,2005,m,Guillermo Coria,Juan Carlos Ferrero,ARG,ESP,65%,58%,5,2,2,3,65%,48%,52%,38%,197.0,199.0,168.0,176.0,143.0,143.0,64%,38%,56%,40%,97,70,29.0,25.0,23.0,32.0,76%,63%
Third,Guillermo Canas,6-1 6-2 6-2,2005,m,Guillermo Canas,Radek Stepanek,ARG,CZE,63%,61%,3,1,1,1,76%,53%,64%,27%,202.0,202.0,175.0,188.0,159.0,159.0,50%,25%,58%,28%,86,47,15.0,22.0,10.0,48.0,68%,55%
Third,Andy Roddick,6-2 6-2 7-5,2005,m,Andy Roddick,Jurgen Melzer,USA,AUT,68%,67%,22,2,0,3,83%,57%,71%,48%,225.0,207.0,193.0,178.0,148.0,148.0,50%,0%,46%,21%,103,67,41.0,30.0,12.0,33.0,42%,69%
